Time,Flow1,Flow2
1615780813.137209,0.0
1615780813.140202,0.0
1615780813.1431246,-0.0
1615780813.1451492,0.0
1615780813.1482556,-0.0
1615780813.1511884,-0.0
1615780813.1537895,0.0
1615780813.1567812,-0.0
1615780813.1587996,-0.0
1615780813.1617923,0.0
1615780813.1648054,0.0
1615780813.1660063,-0.0
1615780813.170337,0.0
1615780813.1723554,-0.0
1615780813.1753497,0.0
1615780813.1785705,-0.0
1615780813.1805644,0.0
1615780813.183939,-0.0
1615780813.1859343,-0.0
1615780813.1889262,0.0
1615780813.1919186,-0.0
1615780813.194469,-0.0
1615780813.1974387,-0.0
1615780813.1994789,-0.0
1615780813.2025757,0.0
1615780813.205567,-0.0
1615780813.2085586,0.0
1615780813.2110834,-0.0
1615780813.214075,0.0
1615780813.216097,-0.0
1615780813.2192717,-0.0
1615780813.222262,-0.0
1615780813.2242806,0.0
1615780813.2272415,-0.0
1615780813.2282934,-0.0
1615780813.2282934,-0.0
1615780813.2358098,-0.0
1615780813.2378047,-0.0
1615780813.2407959,-0.0
1615780813.2433388,-0.0
1615780813.2463012,0.0
1615780813.2494557,-0.0
1615780813.2524476,0.0
1615780813.2544425,-0.0
1615780813.2574341,-0.0
1615780813.2604263,-0.0
1615780813.2624488,-0.0
1615780813.2655156,-0.0
1615780813.268173,0.0
1615780813.2711642,-0.0
1615780813.2731912,-0.0
1615780813.276151,0.0
1615780813.2791433,-0.0
1615780813.2821345,-0.0
1615780813.2848542,-0.1
1615780813.2868497,-0.0
1615780813.2898405,-0.0
1615780813.2925434,0.0
1615780813.295577,-0.0
1615780813.2980464,-0.0
1615780813.3005772,0.0
1615780813.3035989,-0.0
1615780813.3065886,-0.0
1615780813.3085837,-0.0
1615780813.3115776,0.0
1615780813.3145812,0.0
1615780813.3177135,-0.0
1615780813.3197365,-0.0
1615780813.3227277,0.0
1615780813.3257222,-0.0
1615780813.3276854,0.0
1615780813.3307083,-0.0
1615780813.3328772,0.0
1615780813.3360353,-0.0
1615780813.3390002,-0.0
1615780813.3419912,-0.0
1615780813.3440309,-0.0
1615780813.3470254,-0.0
1615780813.3492181,-0.0
1615780813.3525715,-0.0
1615780813.355563,-0.0
1615780813.3585546,-0.0
1615780813.360577,-0.0
1615780813.3635416,-0.0
1615780813.3655865,-0.0
1615780813.3694289,-0.0
1615780813.3714235,-0.0
1615780813.3744164,-0.0
1615780813.3774142,0.0
1615780813.379403,-0.0
1615780813.3823948,-0.0
1615780813.3853874,0.0
1615780813.3883772,0.0
1615780813.3903997,-0.0
1615780813.3936977,0.0
1615780813.3957257,-0.0
1615780813.3989918,-0.0
1615780813.401675,0.0
1615780813.4046664,-0.0
1615780813.4066916,-0.0
1615780813.4096534,-0.0
1615780813.412658,0.0
1615780813.4156377,-0.0
1615780813.418273,0.0
1615780813.4207418,-0.0
1615780813.4237351,0.0
1615780813.4257298,0.0
1615780813.4289117,0.0
1615780813.4319024,0.0
1615780813.4339423,-0.0
1615780813.436932,-0.0
1615780813.439925,-0.0
1615780813.4429157,0.0
1615780813.4449203,-0.0
1615780813.447903,0.0
1615780813.4504352,-0.0
1615780813.4534278,0.0
1615780813.4564188,-0.0
1615780813.4584434,0.0
1615780813.4612565,-0.0
1615780813.4642994,0.0
1615780813.467256,-0.0
1615780813.4692497,-0.0
1615780813.4722698,-0.0
1615780813.4752338,-0.0
1615780813.4782324,0.0
1615780813.4812243,-0.0
1615780813.4835265,-0.0
1615780813.4865196,0.0
1615780813.488514,0.0
1615780813.491506,0.0
1615780813.4944983,-0.0
1615780813.4964933,-0.0
1615780813.500275,0.0
1615780813.502262,-0.0
1615780813.5052545,-0.0
1615780813.5082455,-0.0
1615780813.5102644,-0.0
1615780813.5132341,-0.0
1615780813.516226,-0.0
1615780813.51822,0.0
1615780813.5212111,-0.0
1615780813.5242174,0.0
1615780813.5271983,-0.0
1615780813.5301876,-0.0
1615780813.5321822,-0.0
1615780813.5351748,-0.0
1615780813.5381656,-0.0
1615780813.5401857,0.0
1615780813.54318,0.0
1615780813.546145,0.0
1615780813.5491369,-0.0
1615780813.5511365,0.0
1615780813.5541234,-0.0
1615780813.5571153,-0.0
1615780813.5591424,-0.0
1615780813.5621037,-0.0
1615780813.565095,0.0
1615780813.568088,0.0
1615780813.5700831,-0.0
1615780813.5730746,0.0
1615780813.576069,-0.0
1615780813.5790575,-0.0
1615780813.5810795,-0.0
1615780813.5837622,-0.0
1615780813.5867696,0.0
1615780813.5897536,-0.0
1615780813.5927365,-0.0
1615780813.5949185,-0.0
1615780813.5979123,0.0
1615780813.6005206,0.0
1615780813.6035132,0.0
1615780813.6055071,-0.0
1615780813.608498,-0.0
1615780813.6114895,-0.0
1615780813.6144822,0.0
1615780813.617086,0.0
1615780813.620078,0.0
1615780813.622072,-0.0
1615780813.6250644,0.0
1615780813.6280563,-0.0
1615780813.6300514,0.0
1615780813.6330924,0.0
1615780813.635856,-0.0
1615780813.6388478,0.0
1615780813.6408424,-0.0
1615780813.6438348,0.0
1615780813.6468272,-0.0
1615780813.648939,0.0
1615780813.6525497,-0.0
1615780813.654544,-0.0
1615780813.6575341,-0.0
1615780813.660526,-0.0
1615780813.6635203,0.0
1615780813.6655164,-0.0
1615780813.6686578,-0.0
1615780813.6712792,0.0
1615780813.6742709,-0.0
1615780813.676267,0.0
1615780813.6792564,-0.0
1615780813.6822958,0.0
1615780813.684725,0.0
1615780813.6877162,-0.0
1615780813.6907089,0.0
1615780813.6927037,-0.0
1615780813.6956952,-0.0
1615780813.698687,-0.0
1615780813.7014177,0.0
1615780813.7034347,-0.0
1615780813.7064042,0.0
1615780813.7093973,-0.0
1615780813.7123988,-0.0
1615780813.7144103,-0.0
1615780813.7154694,0.0
1615780813.720268,0.0
1615780813.723259,-0.0
1615780813.7252817,-0.0
1615780813.7282624,-0.0
1615780813.731238,-0.0
1615780813.734067,-0.1
1615780813.7370603,-0.0
1615780813.7390535,-0.0
1615780813.7420459,-0.0
1615780813.7450385,-0.0
1615780813.7470615,-0.0
1615780813.749115,0.0
1615780813.753237,0.0
1615780813.7561452,-0.0
1615780813.7581646,-0.0
1615780813.7611318,0.0
1615780813.764135,0.0
1615780813.7662508,-0.0
1615780813.7691803,0.0
1615780813.7721527,-0.0
1615780813.7751443,-0.0
1615780813.7771618,0.0
1615780813.7801318,-0.0
1615780813.7831237,-0.0
1615780813.786116,-0.0
1615780813.7881374,-0.0
1615780813.7911022,-0.0
1615780813.7941065,-0.0
1615780813.797087,-0.0
1615780813.7990828,-0.0
