Time,Tag,Flow
1618788138.291319,,"227894012, -0.02, -0.03, 24.92, 25.06
"
1618788138.291319,,"227897084, -0.05, 0.02, 24.92, 25.11
"
1618788138.3013191,,"227900160, -0.03, 0.02, 24.92, 25.11
"
1618788138.3013191,,"227903232, -0.03, -0.03, 24.89, 25.11
"
1618788138.3013191,,"227906308, -0.03, 0.00, 24.89, 25.09
"
1618788138.3113189,,"227909340, -0.05, 0.00, 24.89, 25.09
"
1618788138.3113189,,"227912376, -0.07, -0.02, 24.88, 25.12
"
1618788138.3113189,,"227915452, -0.03, 0.00, 24.88, 25.12
"
1618788138.321319,,"227918492, -0.05, 0.03, 24.88, 25.12
"
1618788138.321319,,"227921564, -0.05, -0.03, 24.94, 25.13
"
1618788138.321319,,"227924644, -0.02, -0.02, 24.94, 25.13
"
1618788138.3313193,,"227927720, -0.02, 0.00, 24.94, 25.09
"
1618788138.3313193,,"227930752, -0.03, 0.00, 24.90, 25.09
"
1618788138.3313193,,"227933784, -0.07, -0.03, 24.90, 25.09
"
1618788138.3313193,,"227936856, -0.02, 0.02, 24.90, 25.11
"
1618788138.341319,,"227939924, -0.03, 0.02, 24.90, 25.11
"
1618788138.341319,,"227943000, -0.02, 0.00, 24.90, 25.09
"
1618788138.341319,,"227946032, -0.05, -0.05, 24.90, 25.09
"
1618788138.3513203,,"227949100, -0.05, -0.03, 24.92, 25.09
"
1618788138.3513203,,"227952168, -0.05, -0.02, 24.92, 25.11
"
1618788138.3513203,,"227955248, -0.03, -0.02, 24.92, 25.11
"
1618788138.3613212,,"227958324, 0.00, 0.02, 24.88, 25.11
"
1618788138.3613212,,"227961356, -0.05, 0.00, 24.88, 25.09
"
1618788138.3613212,,"227964388, -0.03, 0.03, 24.88, 25.09
"
1618788138.3713317,,"227967452, -0.03, -0.03, 24.89, 25.10
"
1618788138.3713317,,"227970528, -0.07, -0.03, 24.89, 25.10
"
1618788138.3713317,,"227973604, -0.02, -0.02, 24.89, 25.10
"
1618788138.3713317,,"227976676, -0.03, -0.02, 24.90, 25.09
"
1618788138.3813217,,"227979744, -0.03, 0.00, 24.90, 25.09
"
1618788138.3813217,,"227982780, -0.02, 0.00, 24.90, 25.09
"
1618788138.3813217,,"227985812, -0.05, -0.02, 24.92, 25.10
"
1618788138.391321,,"227988888, -0.03, -0.07, 24.92, 25.10
"
1618788138.391321,,"227991964, -0.02, -0.02, 24.92, 25.09
"
1618788138.391321,,"227995036, -0.03, -0.03, 24.92, 25.09
"
1618788138.40132,,"227998108, -0.02, 0.00, 24.92, 25.09
"
1618788138.40132,,"228001140, -0.02, -0.02, 24.92, 25.07
"
1618788138.40132,,"228004208, -0.02, -0.03, 24.91, 25.07
"
1618788138.4104602,,"228007280, -0.03, 0.00, 24.91, 25.13
"
1618788138.4134517,,"228010324, -0.07, 0.00, 24.91, 25.13
"
1618788138.4164438,,"228013368, -0.03, -0.02, 24.90, 25.13
"
1618788138.4194357,,"228016444, -0.03, -0.07, 24.90, 25.08
"
1618788138.422428,,"228019512, -0.05, 0.00, 24.90, 25.08
"
1618788138.42543,,"228022544, -0.05, 0.00, 24.92, 25.08
"
1618788138.4284174,,"228025580, -0.03, -0.02, 24.92, 25.13
"
1618788138.4324014,,"228028648, -0.03, -0.03, 24.92, 25.13
"
1618788138.435397,,"228031720, -0.02, 0.00, 24.90, 25.12
"
1618788138.4383855,,"228034768, -0.07, -0.02, 24.90, 25.12
"
1618788138.441377,,"228037848, -0.05, -0.03, 24.90, 25.12
"
1618788138.4443693,,"228040932, -0.05, -0.02, 24.92, 25.12
"
1618788138.4473612,,"228044000, -0.03, -0.02, 24.92, 25.12
"
1618788138.4503539,,"228047084, -0.02, -0.03, 24.92, 25.08
"
1618788138.4533465,,"228050140, -0.02, -0.03, 24.90, 25.08
"
1618788138.4563382,,"228053216, -0.07, 0.00, 24.90, 25.08
"
1618788138.45933,,"228056248, -0.03, -0.02, 24.90, 25.11
"
1618788138.462322,,"228059328, -0.03, -0.02, 24.90, 25.11
"
1618788138.4653141,,"228062404, 0.00, -0.02, 24.90, 25.09
"
1618788138.468306,,"228065432, -0.03, 0.00, 24.90, 25.09
"
1618788138.471298,,"228068464, -0.05, 0.02, 24.89, 25.09
"
1618788138.4742901,,"228071524, -0.03, 0.00, 24.89, 25.10
"
1618788138.4772818,,"228074564, -0.08, -0.02, 24.89, 25.10
"
1618788138.480276,,"228077636, -0.02, 0.03, 24.89, 25.14
"
1618788138.484271,,"228080704, -0.05, -0.02, 24.89, 25.14
"
1618788138.4872568,,"228083780, -0.03, -0.02, 24.89, 25.14
"
1618788138.4902492,,"228086856, -0.05, -0.03, 24.94, 25.14
"
