Time,Tag,Flow1,EIT,Flow2
1615865862.1686895,,"0.03
",
1615865862.171684,,"-0.07
",
1615865862.1746757,,"-0.02
",
1615865862.1776674,,"0.00
",
1615865862.179662,,"0.07
",
1615865862.1826541,,"0.00
",
1615865862.1856468,,"-0.05
",
1615865862.1876411,,"0.02
",
1615865862.1906335,,"0.00
",
1615865862.1936266,,"0.00
",
1615865862.1966279,,"-0.05
",
1615865862.1986127,,"-0.03
",
1615865862.2016037,,"-0.05
",
1615865862.204595,,"-0.03
",
1615865862.2075868,,"0.02
",
1615865862.2095819,,"-0.02
",
1615865862.212574,,"-0.02
",
1615865862.215566,,"0.00
",
1615865862.217561,,,"magnitudes:     2821.0625,    1417.0625,    1470.0000,    1265.8125,    1112.6250,    1336.9375,    1277.2500,    1331.1875,    2118.1250,    1325.5000,    1488.3125,    1498.6875,      14.2500,    2696.7500,      11.8750,    2179.9375,    2258.8750,    2499.1875,    2293.8750,    3214.4375,    2289.9375,    2472.3750,    2478.8125,    2670.5000,    2204.1250,    3502.3750,    2195.3125,    2036.4375,    2315.6875,    2518.0625,    2195.3125,    3235.9375,    2305.7500,    2315.6875,    2315.6875,    2690.5625,    1334.6250,    1624.0625,    2268.7500,    1283.5000,    1326.5000,    1616.3750,    1332.2500,    1432.3750,    2053.1250,    1499.8125,    1489.5000,    1616.3750,    2758.4375,    3015.5625,    3003.0000,    4029.0625,    2767.6250,    3183.1875,    2573.3750,    2666.8750,    2767.6250,    2997.5000,    2934.0625,    3243.8750,    2081.5625,    2453.6875,    2274.3750,    2453.6875,    3003.5625,    2464.9375,    2076.2500,    2038.8125,    2207.7500,    2760.5625,    3529.4375,    2626.5000,    2124.8750,    2705.8750,    2491.6250,    2527.8125,    2491.6250,    4107.0000,    2124.8750,    7911.8125,    2317.5625,    8655.6250,    2268.7500,    2527.8125,    1865.8125,    2232.3125,    2071.0625,    2232.3125,    2065.7500,    1815.1250,    2124.8750,    2379.6250,    8138.6250,    2797.2500,    8059.6875,    1900.5625,    1280.6250,    1370.1250,    1485.8125,    1178.1875,    1038.1250,    1173.0625,    2050.1250,    1364.0625,    2023.6875,    1229.5625,    1235.0000,    1235.0000,    7622.0625,    1558.1875,    7667.9375,    1360.3750,    1428.0000,    1913.9375,    1843.5000,    2078.0000,    1578.6875,    1346.3125,    1515.7500,    1642.5000,    2109.6250,    2524.6875,    2321.0625,    1986.2500,    2300.5625,    2696.9375,    2164.3750,    4394.4375,    4878.0625,    2491.6250,    2694.6250,    2710.0000,    2149.1875,    2547.0625,    2298.7500,    1944.0000,    2115.6250,    2547.0625,    2186.9375,    2274.1250,    3151.6875,    2435.9375,    3400.1250,    2726.4375,    2154.7500,    2566.5625,    2354.3125,    2098.0000,    2284.5625,    2566.5625,    2154.7500,    2151.7500,    4763.6250,    3467.3750,    3424.0000,    2747.3125,    2158.7500,    2579.0000,    2315.0000,    2524.6875,    2085.6250,    2524.6875,    1930.8750,    2170.9375,    2344.0000,    3216.8750,    2751.8750,    2710.0000,    2164.3750,    2573.8125,    2310.7500,    2519.6250,    2371.0000,    2573.8125,    1927.3125,      10.6250,    2454.0625,      16.1250,    2951.3125,    4053.0000,    1932.3750,    2340.7500,    2153.0625,    2288.0625,    2098.5625,    1737.5000,    1735.8750,    1893.3750,       9.5000,    2800.5625,       9.5000,    2205.1875,
"
1615865862.217561,,"0.02
",
1615865862.2205553,,"-0.03
",
1615865862.2235472,,"-0.03
",
1615865862.2265394,,"-0.08
",
1615865862.2285345,,"0.00
",
1615865862.2315273,,"-0.02
",
1615865862.2345192,,"-0.03
",
1615865862.2365139,,"0.02
",
1615865862.2395053,,"-0.08
",
1615865862.2424982,,"-0.03
",
1615865862.2454898,,"-0.05
",
1615865862.2474844,,"0.02
",
1615865862.250475,,"-0.03
",
1615865862.2534668,,"-0.07
",
1615865862.2564585,,"-0.07
",
1615865862.2584538,,"0.00
",
1615865862.261446,,"-0.07
",
1615865862.2644384,,"-0.10
",
1615865862.2674313,,"0.03
",
1615865862.269427,,"0.00
",
1615865862.2724192,,"0.00
",
1615865862.2754092,,"-0.02
",
1615865862.2774048,,"-0.02
",
1615865862.2803967,,"-0.05
",
1615865862.283389,,"0.05
",
1615865862.286381,,"0.00
",
1615865862.288377,,"-0.05
",
1615865862.2913668,,"-0.07
",
1615865862.294361,,"0.00
",
1615865862.2963548,,"0.02
",
1615865862.2993479,,"0.00
",
1615865862.3023396,,"-0.05
",
1615865862.3053327,,"-0.12
",
1615865862.3073263,,"0.00
",
1615865862.3103178,,"-0.03
",
1615865862.3133092,,"-0.05
",
1615865862.315304,,"-0.05
",
1615865862.3182971,,"-0.05
",
1615865862.3212905,,"-0.02
",
1615865862.3242822,,"0.00
",
1615865862.3262825,,"-0.05
",
1615865862.329268,,"-0.05
",
1615865862.3322601,,"0.10
",
1615865862.335253,,"0.03
",
1615865862.3372471,,"-0.02
",
1615865862.3402412,,"-0.05
",
1615865862.343233,,"-0.02
",
1615865862.3462236,,"-0.03
",
1615865862.3482182,,"-0.02
",
1615865862.3512099,,"0.05
",
1615865862.3542025,,"0.00
",
1615865862.3561974,,"0.00
",
1615865862.3591897,,"-0.05
",
1615865862.362183,,"-0.03
",
1615865862.3651743,,"-0.03
",
1615865862.3671708,,"0.00
",
1615865862.370161,,"-0.12
",
1615865862.3731542,,"-0.03
",
1615865862.3751497,,"-0.12
",
1615865862.3781395,,"-0.03
",
1615865862.381134,,"0.02
",
1615865862.3841252,,"-0.07
",
1615865862.3861184,,"0.00
",
1615865862.3891106,,"-0.05
",
1615865862.392104,,"-0.05
",
1615865862.3950953,,"-0.10
",
1615865862.3970907,,"-0.05
",
1615865862.4000823,,"-0.02
",
1615865862.403074,,"-0.03
",
1615865862.4038105,,"-0.05
",
1615865862.4038105,,"-0.05
",
1615865862.4038105,,"-0.02
",
1615865862.4038105,,"-0.03
",
1615865862.4038105,,"0.02
",
1615865862.4194353,,"0.00
",
