Time,Tag,Flow
1618536034.5436354,,"9099412, 0.00, -0.02, 24.79, 25.07
"
1618536034.5466273,,"9102328, 0.00, 0.00, 24.82, 25.07
"
1618536034.5496192,,"9105216, -0.05, -0.02, 24.82, 25.07
"
1618536034.5526116,,"9108184, -0.03, 0.00, 24.82, 25.06
"
1618536034.5556042,,"9111116, -0.03, 0.02, 24.79, 25.06
"
1618536034.5585957,,"9114080, -0.02, -0.02, 24.79, 25.06
"
1618536034.5615876,,"9117044, -0.02, 0.00, 24.79, 25.06
"
1618536034.5645802,,"9119976, -0.05, -0.03, 24.79, 25.06
"
1618536034.5675821,,"9122948, -0.02, -0.02, 24.79, 25.06
"
1618536034.570564,,"9125912, -0.02, -0.02, 24.79, 25.06
"
1618536034.5735557,,"9128872, -0.02, -0.03, 24.79, 25.06
"
1618536034.576548,,"9131840, -0.02, -0.02, 24.79, 25.04
"
1618536034.5795398,,"9134804, 0.00, 0.00, 24.79, 25.04
"
1618536034.5825334,,"9137688, -0.02, -0.05, 24.77, 25.04
"
1618536034.5855572,,"9140656, 0.00, 0.00, 24.77, 25.05
"
1618536034.588543,,"9143544, -0.02, 0.02, 24.77, 25.05
"
1618536034.5915077,,"9146500, -0.05, -0.02, 24.76, 25.05
"
1618536034.5945206,,"9149468, 0.02, -0.02, 24.76, 25.07
"
1618536034.5974946,,"9152412, 0.00, 0.02, 24.76, 25.07
"
1618536034.6004841,,"9155328, -0.03, 0.00, 24.75, 25.07
"
1618536034.602503,,"9158260, 0.00, -0.02, 24.75, 25.07
"
1618536034.6054947,,"9161184, -0.03, 0.00, 24.75, 25.07
"
1618536034.6084907,,"9164116, -0.03, -0.03, 24.78, 25.07
"
1618536034.611479,,"9167088, -0.02, -0.02, 24.78, 25.07
"
1618536034.6144705,,"9170052, -0.03, -0.02, 24.78, 25.07
"
1618536034.617466,,"9173020, 0.00, 0.02, 24.78, 25.07
"
1618536034.6204572,,"9175932, 0.00, 0.00, 24.78, 25.08
"
1618536034.6234207,,"9178816, -0.02, -0.02, 24.78, 25.08
"
1618536034.626441,,"9181780, -0.03, 0.00, 24.79, 25.08
"
1618536034.629433,,"9184712, -0.02, -0.02, 24.79, 25.06
"
1618536034.6323981,,"9187676, -0.02, -0.02, 24.79, 25.06
"
1618536034.6353893,,"9190644, -0.03, -0.03, 24.76, 25.06
"
1618536034.6383822,,"9193612, 0.03, -0.02, 24.76, 25.06
"
1618536034.6413736,,"9196564, -0.03, 0.02, 24.76, 25.06
"
1618536034.6443655,,"9199520, -0.05, 0.00, 24.79, 25.06
"
1618536034.6473577,,"9202456, -0.02, -0.02, 24.79, 25.08
"
1618536034.6503496,,"9205420, -0.03, 0.00, 24.79, 25.08
"
1618536034.6523457,,"9208352, -0.02, -0.02, 24.78, 25.08
"
1618536034.6553366,,"9211316, -0.02, 0.00, 24.78, 25.08
"
1618536034.658328,,"9214248, -0.03, 0.00, 24.78, 25.08
"
1618536034.6613204,,"9217172, 0.02, -0.02, 24.77, 25.08
"
1618536034.6643362,,"9220124, -0.03, -0.02, 24.77, 25.07
"
1618536034.6673386,,"9223080, 0.02, -0.03, 24.77, 25.07
"
1618536034.6703324,,"9226032, -0.02, 0.00, 24.77, 25.07
"
1618536034.6732898,,"9228964, 0.00, -0.02, 24.77, 25.08
"
1618536034.67628,,"9231884, 0.00, -0.03, 24.77, 25.08
"
1618536034.679273,,"9234804, 0.00, 0.02, 24.82, 25.08
"
1618536034.6822667,,"9237720, -0.03, -0.03, 24.82, 25.08
"
1618536034.6852798,,"9240688, -0.05, -0.03, 24.82, 25.08
"
1618536034.688249,,"9243648, -0.05, -0.02, 24.79, 25.08
"
1618536034.6912413,,"9246612, -0.05, -0.03, 24.79, 25.10
"
1618536034.6942348,,"9249584, 0.02, 0.00, 24.79, 25.10
"
1618536034.6972432,,"9252504, -0.03, 0.02, 24.80, 25.10
"
1618536034.7002182,,"9255472, -0.03, 0.02, 24.80, 25.00
"
1618536034.7022123,,"9258432, -0.02, -0.02, 24.80, 25.00
"
1618536034.7052045,,"9261396, -0.03, 0.00, 24.81, 25.00
"
1618536034.7081964,,"9264316, 0.00, -0.03, 24.81, 25.06
"
1618536034.7111874,,"9267240, 0.02, -0.02, 24.81, 25.06
"
1618536034.7141795,,"9270184, 0.00, -0.02, 24.79, 25.06
"
1618536034.7171712,,"9273108, -0.02, -0.03, 24.79, 25.09
"
1618536034.720164,,"9276072, 0.00, -0.02, 24.79, 25.09
"
1618536034.7231853,,"9278992, -0.03, -0.03, 24.77, 25.09
"
1618536034.7261755,,"9281960, -0.03, -0.03, 24.77, 25.09
"
1618536034.7291408,,"9284928, -0.03, 0.02, 24.77, 25.09
"
1618536034.732161,,"9287876, -0.02, -0.02, 24.78, 25.09
"
1618536034.7351518,,"9290840, -0.03, 0.02, 24.78, 25.05
"
1618536034.7381163,,"9293796, -0.03, 0.00, 24.78, 25.05
"
1618536034.7411077,,"9296728, -0.03, 0.00, 24.78, 25.05
"
1618536034.7440996,,"9299656, -0.03, 0.00, 24.78, 25.08
"
1618536034.7470958,,"9302588, 0.00, -0.02, 24.78, 25.08
"
1618536034.7490861,,"9305508, 0.00, -0.02, 24.79, 25.08
"
1618536034.752078,,"9308428, -0.03, -0.05, 24.79, 25.06
"
1618536034.7550716,,"9311388, 0.00, 0.03, 24.79, 25.06
"
1618536034.758091,,"9314296, -0.02, 0.00, 24.83, 25.06
"
1618536034.7610838,,"9317232, -0.03, -0.02, 24.83, 25.08
"
1618536034.7640758,,"9320200, -0.02, 0.02, 24.83, 25.08
"
1618536034.7670672,,"9323160, -0.03, -0.03, 24.77, 25.08
"
1618536034.7700322,,"9326128, -0.03, -0.03, 24.77, 25.05
"
1618536034.773049,,"9329096, -0.02, -0.02, 24.77, 25.05
"
1618536034.7760398,,"9332064, -0.02, 0.00, 24.79, 25.05
"
1618536034.779035,,"9334992, -0.02, 0.00, 24.79, 25.10
"
1618536034.7819984,,"9337932, 0.03, 0.03, 24.79, 25.10
"
1618536034.7849908,,"9340876, 0.00, -0.03, 24.76, 25.10
"
1618536034.7879832,,"9343804, 0.02, -0.02, 24.76, 25.04
"
1618536034.7910085,,"9346756, -0.02, 0.00, 24.76, 25.04
"
1618536034.7939677,,"9349688, -0.03, 0.00, 24.75, 25.04
"
1618536034.7969742,,"9352620, -0.02, -0.03, 24.75, 25.05
"
1618536034.7999508,,"9355588, -0.05, 0.00, 24.75, 25.05
"
1618536034.8019464,,"9358520, -0.03, 0.03, 24.81, 25.05
"
1618536034.8049378,,"9361484, -0.03, 0.00, 24.81, 25.07
"
1618536034.8079295,,"9364408, -0.05, -0.02, 24.81, 25.07
"
1618536034.8109214,,"9367380, -0.02, -0.03, 24.81, 25.07
"
1618536034.8139422,,"9370348, -0.05, 0.00, 24.81, 25.07
"
1618536034.8169074,,"9373280, 0.00, -0.02, 24.81, 25.07
"
1618536034.8198998,,"9376204, -0.02, 0.02, 24.80, 25.07
"
1618536034.8228917,,"9379164, -0.02, -0.03, 24.80, 25.09
"
1618536034.8258839,,"9382132, 0.02, 0.02, 24.80, 25.09
"
1618536034.8288753,,"9385076, -0.02, 0.00, 24.78, 25.09
"
1618536034.8318677,,"9387996, -0.05, -0.03, 24.78, 25.05
"
1618536034.8348584,,"9390968, 0.00, -0.05, 24.78, 25.05
"
1618536034.8378503,,"9393888, -0.03, -0.02, 24.78, 25.05
"
1618536034.840842,,"9396856, -0.03, 0.00, 24.78, 25.07
"
1618536034.8438344,,"9399788, -0.03, 0.00, 24.78, 25.07
"
1618536034.8468263,,"9402724, 0.00, 0.02, 24.77, 25.07
"
1618536034.8498182,,"9405640, -0.02, 0.00, 24.77, 25.07
"
1618536034.8518126,,"9408572, -0.02, -0.02, 24.77, 25.07
"
1618536034.8548057,,"9411532, -0.02, -0.03, 24.78, 25.07
"
1618536034.857799,,"9414500, 0.00, -0.02, 24.78, 25.08
"
1618536034.8608143,,"9417420, -0.02, 0.00, 24.78, 25.08
"
1618536034.8638055,,"9420352, 0.00, 0.00, 24.77, 25.08
"
1618536034.8667734,,"9423240, -0.02, 0.02, 24.77, 25.06
"
1618536034.869786,,"9426204, 0.00, -0.03, 24.77, 25.06
"
1618536034.8727572,,"9429128, -0.02, -0.02, 24.79, 25.06
"
1618536034.8757486,,"9432096, -0.02, -0.02, 24.79, 25.04
"
1618536034.8787427,,"9435052, -0.02, 0.00, 24.79, 25.04
"
1618536034.881735,,"9437984, -0.02, 0.00, 24.77, 25.05
"
1618536034.8847268,,"9440916, -0.03, -0.02, 24.77, 25.05
"
1618536034.8877194,,"9443884, 0.00, 0.00, 24.77, 25.05
"
1618536034.8907378,,"9446772, -0.02, 0.00, 24.78, 25.06
"
1618536034.8927283,,"9449704, 0.00, -0.02, 24.78, 25.06
"
1618536034.8957188,,"9452624, -0.03, 0.00, 24.78, 25.06
"
1618536034.8986883,,"9455548, -0.03, -0.02, 24.81, 25.06
"
1618536034.9017005,,"9458516, -0.02, -0.02, 24.81, 25.06
"
1618536034.9046726,,"9461488, -0.05, -0.03, 24.81, 25.06
"
1618536034.9076643,,"9464460, -0.02, 0.00, 24.80, 25.06
"
1618536034.9106772,,"9467388, -0.03, -0.02, 24.80, 25.06
"
1618536034.9136477,,"9470356, -0.02, 0.00, 24.80, 25.06
"
1618536034.9166648,,"9473288, -0.03, 0.02, 24.78, 25.06
"
1618536034.9196568,,"9476240, -0.05, -0.02, 24.78, 25.02
"
1618536034.922626,,"9479208, -0.02, -0.03, 24.78, 25.02
"
1618536034.925618,,"9482168, -0.03, -0.02, 24.78, 25.02
"
1618536034.9286103,,"9485136, -0.03, -0.02, 24.78, 25.09
"
1618536034.93163,,"9488100, -0.03, 0.00, 24.78, 25.09
"
1618536034.934621,,"9491032, -0.03, -0.02, 24.76, 25.08
"
1618536034.9375846,,"9494000, -0.02, 0.00, 24.76, 25.08
"
1618536034.9406006,,"9496932, 0.02, 0.00, 24.76, 25.08
"
1618536034.9435682,,"9499848, 0.00, 0.00, 24.81, 25.00
"
1618536034.9455628,,"9502736, -0.02, 0.00, 24.81, 25.00
"
1618536034.948555,,"9505660, 0.00, 0.00, 24.81, 25.00
"
1618536034.9515467,,"9508544, -0.03, -0.03, 24.79, 25.06
"
1618536034.9545395,,"9511516, -0.05, 0.02, 24.79, 25.06
"
1618536034.9575315,,"9514476, -0.05, 0.03, 24.79, 25.06
"
1618536034.960523,,"9517440, -0.03, -0.02, 24.76, 25.07
"
1618536034.9635491,,"9520412, -0.03, 0.02, 24.76, 25.07
"
1618536034.9665415,,"9523372, 0.00, -0.03, 24.76, 25.08
"
1618536034.9694989,,"9526292, -0.02, -0.03, 24.78, 25.08
"
1618536034.9725158,,"9529248, 0.02, 0.02, 24.78, 25.08
"
1618536034.9759302,,"9532196, -0.02, -0.03, 24.78, 25.10
"
1618536034.9759302,,"9535168, -0.02, -0.02, 24.76, 25.10
"
1618536034.9759302,,"9538144, 0.00, -0.03, 24.76, 25.09
"
1618536034.9759302,,"9541068, -0.03, -0.02, 24.76, 25.09
"
1618536034.9859307,,"9544036, -0.05, 0.00, 24.77, 25.09
"
1618536034.9859307,,"9546964, 0.00, 0.03, 24.77, 25.07
"
1618536034.9859307,,"9549884, -0.02, 0.02, 24.77, 25.07
"
1618536034.9959629,,"9552840, 0.00, 0.00, 24.78, 25.06
"
1618536034.9959629,,"9555728, -0.03, 0.02, 24.78, 25.06
"
1618536034.9959629,,"9558692, -0.02, 0.00, 24.78, 25.06
"
1618536034.9959629,,"9561624, -0.02, 0.03, 24.77, 25.07
"
1618536035.0059657,,"9564588, 0.00, -0.02, 24.77, 25.07
"
1618536035.0059657,,"9567508, 0.02, -0.03, 24.77, 25.08
"
1618536035.0059657,,"9570468, 0.00, 0.00, 24.78, 25.08
"
1618536035.0159657,,"9573348, -0.02, 0.02, 24.78, 25.08
"
1618536035.0159657,,"9576312, 0.02, 0.00, 24.78, 25.08
"
1618536035.0159657,,"9579228, -0.03, 0.02, 24.80, 25.08
"
1618536035.0159657,,"9582188, 0.02, -0.02, 24.80, 25.08
"
1618536035.0259316,,"9585140, 0.00, 0.02, 24.80, 25.08
"
1618536035.0259316,,"9588052, -0.03, -0.02, 24.75, 25.08
"
1618536035.0259316,,"9591020, -0.02, -0.02, 24.75, 25.08
"
1618536035.0359337,,"9593988, -0.03, -0.02, 24.75, 25.07
"
1618536035.0359337,,"9596956, -0.02, 0.00, 24.79, 25.07
"
1618536035.0359337,,"9599880, 0.00, -0.02, 24.79, 25.07
"
1618536035.0461943,,"9602804, -0.02, 0.00, 24.79, 25.04
"
1618536035.0482893,,"9605736, -0.02, 0.03, 24.79, 25.04
"
1618536035.0482893,,"9608696, -0.05, 0.02, 24.79, 25.04
"
1618536035.0482893,,"9611656, 0.00, -0.02, 24.79, 25.04
"
1618536035.0482893,,"9614576, -0.03, 0.03, 24.78, 25.04
"
1618536035.058291,,"9617540, -0.02, -0.02, 24.78, 25.04
"
1618536035.058291,,"9620508, 0.00, -0.02, 24.78, 25.04
"
1618536035.058291,,"9623420, -0.03, 0.00, 24.79, 25.04
"
1618536035.0683231,,"9626352, -0.05, -0.02, 24.79, 25.04
"
1618536035.0683231,,"9629316, -0.02, 0.00, 24.79, 25.06
"
1618536035.0683231,,"9632248, -0.02, -0.03, 24.79, 25.06
"
1618536035.0783234,,"9635216, -0.02, 0.00, 24.79, 25.06
"
1618536035.0783234,,"9638144, -0.03, -0.02, 24.79, 25.05
"
1618536035.0783234,,"9641104, -0.02, -0.05, 24.77, 25.05
"
1618536035.0783234,,"9644072, -0.02, 0.03, 24.77, 25.05
"
1618536035.0883203,,"9647024, 0.02, 0.00, 24.77, 25.08
"
1618536035.0883203,,"9649940, -0.03, 0.03, 24.80, 25.08
"
1618536035.0883203,,"9652904, -0.03, -0.02, 24.80, 25.08
"
1618536035.0983245,,"9655868, 0.00, -0.05, 24.80, 25.08
"
1618536035.0983245,,"9658788, -0.05, -0.02, 24.80, 25.08
"
1618536035.0983245,,"9661756, -0.02, -0.03, 24.80, 25.08
"
1618536035.0983245,,"9664708, -0.02, -0.03, 24.80, 25.06
"
1618536035.1082914,,"9667676, 0.00, 0.02, 24.75, 25.06
"
1618536035.1082914,,"9670584, -0.05, 0.00, 24.75, 25.06
"
1618536035.1158333,,"9673516, -0.03, -0.03, 24.75, 25.06
"
1618536035.1158333,,"9676488, -0.02, -0.03, 24.81, 25.06
"
1618536035.1158333,,"9679456, 0.00, -0.03, 24.81, 25.06
"
1618536035.1158333,,"9682380, -0.02, 0.00, 24.81, 25.07
"
1618536035.1258373,,"9685312, -0.02, -0.02, 24.78, 25.07
"
1618536035.1258373,,"9688280, -0.03, 0.00, 24.78, 25.07
"
1618536035.1258373,,"9691212, -0.02, 0.00, 24.78, 25.07
"
1618536035.1358702,,"9694136, 0.00, -0.02, 24.79, 25.07
"
1618536035.1397324,,"9697056, -0.03, -0.02, 24.79, 25.07
"
1618536035.1427245,,"9700024, -0.03, -0.02, 24.79, 25.05
"
1618536035.145716,,"9702992, -0.02, 0.00, 24.80, 25.05
"
1618536035.148708,,"9705920, -0.02, 0.02, 24.80, 25.05
"
1618536035.1517005,,"9708884, -0.02, 0.00, 24.80, 25.06
"
1618536035.1543489,,"9711800, -0.02, 0.02, 24.81, 25.06
"
1618536035.1573746,,"9714768, -0.02, 0.02, 24.81, 25.06
"
1618536035.1603694,,"9717724, -0.03, -0.02, 24.81, 25.09
"
1618536035.1633625,,"9720692, -0.03, 0.02, 24.77, 25.09
"
1618536035.1663406,,"9723656, -0.03, 0.02, 24.77, 25.09
"
1618536035.1693325,,"9726616, -0.05, 0.02, 24.77, 25.07
"
1618536035.1723242,,"9729584, -0.02, -0.02, 24.80, 25.07
"
1618536035.1753163,,"9732548, -0.03, -0.07, 24.80, 25.07
"
1618536035.1783075,,"9735516, -0.05, -0.05, 24.80, 25.06
"
1618536035.1813002,,"9738484, 0.02, -0.02, 24.75, 25.06
"
1618536035.184292,,"9741436, 0.00, 0.00, 24.75, 25.09
"
1618536035.1873052,,"9744312, -0.03, -0.02, 24.75, 25.09
"
1618536035.1873052,,"9747280, -0.02, 0.00, 24.77, 25.09
"
1618536035.1873052,,"9750212, -0.05, 0.00, 24.77, 25.07
"
1618536035.1873052,,"9753144, -0.05, 0.02, 24.77, 25.07
"
1618536035.197307,,"9756112, -0.03, 0.02, 24.79, 25.07
"
1618536035.197307,,"9759072, -0.02, -0.03, 24.79, 25.06
"
1618536035.197307,,"9762040, -0.03, -0.02, 24.79, 25.06
"
1618536035.2073083,,"9765000, -0.03, 0.00, 24.75, 25.06
"
1618536035.2073083,,"9767924, -0.03, -0.03, 24.75, 25.04
"
1618536035.2073083,,"9770892, 0.00, -0.02, 24.75, 25.04
"
1618536035.2158158,,"9773816, -0.03, -0.02, 24.78, 25.08
"
1618536035.2158158,,"9776780, -0.03, -0.02, 24.78, 25.08
"
1618536035.2158158,,"9779748, -0.05, -0.02, 24.78, 25.08
"
1618536035.2158158,,"9782716, -0.02, 0.00, 24.79, 25.07
"
1618536035.2258213,,"9785648, -0.02, 0.00, 24.79, 25.07
"
1618536035.2258213,,"9788572, -0.02, 0.00, 24.79, 25.06
"
1618536035.2258213,,"9791504, 0.00, -0.02, 24.79, 25.06
"
