Time,Tag,Flow
1618887388.4428465,,"15290004, 0.0000, 0.0000, 25.02, 25.07
"
1618887388.4428465,,"15295000, -0.0167, -0.0500, 25.02, 25.08
"
1618887388.4528227,,"15300004, -0.0167, -0.0333, 25.00, 25.08
"
1618887388.4528227,,"15305000, -0.0167, -0.0333, 25.00, 25.06
"
1618887388.4639063,,"15310000, 0.0000, -0.0500, 25.00, 25.06
"
1618887388.4639063,,"15315004, 0.0333, 0.0000, 25.00, 25.07
"
1618887388.471945,,"15320008, 0.0333, -0.0333, 25.00, 25.03
"
1618887388.4739876,,"15325004, 0.0333, -0.0333, 25.02, 25.03
"
1618887388.4820306,,"15330008, 0.0167, -0.0167, 25.02, 25.08
"
1618887388.4820306,,"15335008, -0.0333, 0.0667, 25.01, 25.09
"
1618887388.4920225,,"15340008, 0.0000, -0.0167, 25.00, 25.07
"
1618887388.4947405,,"15345000, 0.0000, 0.0000, 25.02, 25.07
"
1618887388.502781,,"15350008, -0.0667, -0.0500, 25.02, 25.08
"
1618887388.5048146,,"15355004, 0.0167, 0.0167, 25.02, 25.06
"
1618887388.512933,,"15360004, -0.0167, -0.0167, 24.99, 25.06
"
1618887388.5149276,,"15365008, -0.0167, -0.0167, 24.99, 25.11
"
1618887388.523078,,"15370000, -0.0167, -0.0333, 25.00, 25.08
"
1618887388.525147,,"15375008, 0.0167, -0.0833, 25.03, 25.08
"
1618887388.5332263,,"15380000, 0.0000, -0.0500, 25.03, 25.08
"
1618887388.5352395,,"15385008, 0.0167, -0.0333, 25.03, 25.06
"
1618887388.543307,,"15390000, -0.0833, -0.0333, 24.98, 25.05
"
1618887388.545354,,"15395004, 0.0167, 0.0333, 25.04, 25.05
"
1618887388.5534043,,"15400004, -0.0167, 0.0000, 25.01, 25.03
"
1618887388.5554516,,"15405004, -0.0333, -0.0500, 25.01, 25.01
"
1618887388.5635867,,"15410000, -0.0500, -0.0167, 25.03, 25.08
"
1618887388.5656059,,"15415004, 0.0667, -0.0333, 24.98, 25.08
"
1618887388.5656059,,"15420008, -0.0500, -0.0333, 24.98, 25.08
"
1618887388.575699,,"15425000, 0.0167, -0.0167, 24.99, 25.11
"
1618887388.575699,,"15430000, 0.0000, 0.0000, 25.02, 25.11
"
1618887388.588066,,"15435008, 0.0167, -0.0500, 25.02, 25.09
"
1618887388.588066,,"15440000, 0.0000, 0.0000, 25.02, 25.05
"
1618887388.5961134,,"15445008, 0.0333, -0.0167, 25.01, 25.04
"
1618887388.5961134,,"15450000, 0.0167, -0.0167, 25.03, 25.04
"
1618887388.6062822,,"15455000, -0.0167, 0.0000, 25.04, 25.08
"
1618887388.6062822,,"15460004, -0.0333, -0.0333, 25.04, 25.10
"
1618887388.617771,,"15465008, -0.0333, -0.0500, 25.03, 25.10
"
1618887388.6189773,,"15470004, 0.0000, -0.0500, 25.00, 25.10
"
