Time,Tag,Flow1,EIT,Flow2
1615779554.087865,,"-0.03
",
1615779554.0908566,,"0.00
",
1615779554.0938492,,"-0.02
",
1615779554.0958436,,"0.00
",
1615779554.0988379,,"0.05
",
1615779554.1018293,,"0.00
",
1615779554.1048193,,"0.03
",
1615779554.1068146,,"0.00
",
1615779554.1098077,,"-0.12
",
1615779554.112798,,"0.02
",
1615779554.1147935,,"-0.03
",
1615779554.117785,,"-0.05
",
1615779554.1207767,,"-0.02
",
1615779554.12377,,"-0.02
",
1615779554.1257646,,"-0.03
",
1615779554.128755,,"-0.03
",
1615779554.131751,,"0.00
",
1615779554.1347399,,"-0.02
",
1615779554.1367352,,"0.00
",
1615779554.1397274,,"-0.05
",
1615779554.1427193,,"0.03
",
1615779554.1447127,,"-0.03
",
1615779554.1477058,,"-0.12
",
1615779554.150699,,"0.02
",
1615779554.153691,,"-0.02
",
1615779554.1556854,,"-0.05
",
1615779554.1586773,,"0.00
",
1615779554.1616688,,"-0.02
",
1615779554.1646612,,"-0.05
",
1615779554.1666553,,"-0.05
",
1615779554.1696477,,"0.07
",
1615779554.1726544,,"0.00
",
1615779554.174635,,"0.00
",
1615779554.1776276,,"-0.03
",
1615779554.1806183,,"0.03
",
1615779554.1836107,,"-0.07
",
1615779554.185606,,"-0.03
",
1615779554.188597,,"-0.03
",
1615779554.191589,,"-0.02
",
1615779554.1945817,,"-0.05
",
1615779554.196576,,"0.00
",
1615779554.1995678,,"0.03
",
1615779554.2025611,,"0.03
",
1615779554.204556,,"0.07
",
1615779554.207546,,"0.03
",
1615779554.2105398,,"-0.02
",
1615779554.2135303,,"0.00
",
1615779554.2165227,,"0.00
",
1615779554.2185173,,"-0.03
",
1615779554.2215102,,"-0.03
",
1615779554.224501,,"0.00
",
1615779554.2264957,,"-0.05
",
1615779554.2294881,,"0.00
",
1615779554.2324789,,"0.02
",
1615779554.2344735,,"-0.05
",
1615779554.237467,,"-0.02
",
1615779554.2404578,,"0.00
",
1615779554.243451,,"-0.02
",
1615779554.2454467,,"0.02
",
1615779554.248437,,"0.00
",
1615779554.2514293,,"-0.02
",
1615779554.253424,,"-0.02
",
1615779554.256417,,"-0.08
",
1615779554.2594094,,"-0.05
",
1615779554.2624,,"-0.02
",
1615779554.264395,,"0.00
",
1615779554.2673874,,"-0.03
",
1615779554.270379,,"0.03
",
1615779554.27337,,"-0.10
",
1615779554.2763655,,"-0.02
",
1615779554.2783577,,"0.03
",
1615779554.2813494,,"-0.02
",
1615779554.2843423,,"0.03
",
1615779554.2863357,,"-0.03
",
1615779554.2893276,,"-0.03
",
1615779554.2923224,,"-0.03
",
1615779554.2943156,,"0.00
",
1615779554.2973073,,"-0.03
",
