Time,Flow1,Flow2
1614290665.8022552,"2.62",
1614290665.8022552,"2.65",
1614290665.8032517,"2.68",
1614290665.8032517,"2.68",
1614290665.8042488,"2.65",
1614290665.8042488,"2.64",
1614290665.8052464,"2.67",
1614290665.8052464,"2.65",
1614290665.8062441,"2.68",
1614290665.8062441,"2.65",
1614290665.8072488,"2.67",
1614290665.8072488,"2.67",
1614290665.8082688,"2.65",
1614290665.8092356,"2.65",
1614290665.8092356,"2.64",
1614290665.8102362,"2.62",
1614290665.8102362,"2.64",
1614290665.8112302,"2.66",
1614290665.8112302,"2.63",
1614290665.8122427,"2.66",
1614290665.8122427,"2.61",
1614290665.813225,"2.66",
1614290665.813225,"2.63",
1614290665.8142233,"2.66",
1614290665.8142233,"2.67",
1614290665.8152196,"2.63",
1614290665.8152196,"2.66",
1614290665.8162165,"2.67",
1614290665.8162165,"2.63",
1614290665.8172143,"2.66",
1614290665.8172143,"2.65",
1614290665.8182116,"2.64",
1614290665.8182116,"2.64",
1614290665.8192089,"2.67",
1614290665.8192089,"2.66",
1614290665.8202062,"2.63",
1614290665.8212147,"2.68",
1614290665.8212147,"2.66",
1614290665.8222008,"2.64",
1614290665.8222008,"2.66",
1614290665.8231983,"2.63",
1614290665.8231983,"2.64",
1614290665.8241956,"2.62",
1614290665.8241956,"2.63",
1614290665.825193,"2.69",
1614290665.825193,"2.65",
1614290665.82619,"2.65",
1614290665.82619,"2.65",
1614290665.8271875,"2.68",
1614290665.8271875,"2.65",
1614290665.8281846,"2.66",
1614290665.8281846,"2.67",
1614290665.8291821,"2.67",
1614290665.8291821,"2.65",
1614290665.8301797,"2.66",
1614290665.8301797,"2.64",
1614290665.831177,"2.63",
1614290665.832174,"2.63",
1614290665.832174,"2.65",
1614290665.8331716,"2.64",
1614290665.8331716,"2.62",
1614290665.834169,"2.68",
1614290665.834169,"2.63",
1614290665.8351657,"2.68",
1614290665.8351657,"2.63",
1614290665.8361638,"2.65",
1614290665.8361638,"2.67",
1614290665.837161,"2.61",
1614290665.837161,"2.65",
1614290665.8381581,"2.65",
1614290665.8381581,"2.66",
1614290665.839155,"2.63",
1614290665.839155,"2.66",
1614290665.840153,"2.61",
1614290665.840153,"2.64",
1614290665.8411503,"2.68",
1614290665.8411503,"2.62",
1614290665.8421476,"2.61",
1614290665.8421476,"2.65",
1614290665.8431442,"2.63",
1614290665.8431442,"2.64",
1614290665.8441422,"2.68",
1614290665.8451395,"2.64",
1614290665.8451395,"2.64",
1614290665.846141,"2.67",
1614290665.846141,"2.64",
1614290665.847141,"2.68",
1614290665.847141,"2.68",
1614290665.8481317,"2.65",
1614290665.8481317,"2.64",
1614290665.8491287,"2.68",
1614290665.8491287,"2.65",
1614290665.8501265,"2.67",
1614290665.8501265,"2.63",
1614290665.8511238,"2.68",
1614290665.8511238,"2.65",
1614290665.8521209,"2.67",
1614290665.8521209,"2.62",
1614290665.8531184,"2.65",
1614290665.8531184,"2.66",
1614290665.8541155,"2.63",
1614290665.8541155,"2.65",
1614290665.8551133,"2.61",
1614290665.8561103,"2.65",
1614290665.8561103,"2.63",
1614290665.857108,"2.66",
1614290665.857108,"2.66",
1614290665.8581052,"2.65",
1614290665.8581052,"2.67",
1614290665.859103,"2.62",
1614290665.859103,"2.67",
1614290665.8600988,"2.67",
1614290665.8600988,"2.65",
1614290665.8610961,"2.63",
1614290665.8614624,"2.68",
1614290665.8614624,"2.65",
1614290665.8614624,"2.65",
1614290665.8614624,"2.66",
1614290665.8614624,"2.65",
1614290665.8614624,"2.65",
1614290665.8614624,"2.64",
1614290665.8614624,"2.67",
1614290665.8614624,"2.62",
1614290665.8614624,"2.63",
1614290665.8614624,"2.66",
1614290665.8614624,"2.64",
1614290665.8614624,"2.66",
1614290665.8614624,"2.65",
1614290665.8614624,"2.63",
1614290665.8614624,"2.66",
1614290665.8614624,"2.63",
1614290665.8614624,"2.67",
1614290665.8614624,"2.64",
1614290665.8714628,"2.63",
1614290665.8714628,"2.68",
1614290665.8714628,"2.65",
1614290665.8714628,"2.64",
1614290665.8714628,"2.67",
1614290665.8714628,"2.61",
1614290665.8714628,"2.61",
1614290665.8714628,"2.64",
1614290665.8714628,"2.68",
1614290665.8714628,"2.68",
1614290665.8714628,"2.62",
1614290665.8714628,"2.63",
1614290665.8714628,"2.68",
1614290665.8714628,"2.68",
1614290665.8714628,"2.63",
1614290665.8714628,"2.67",
1614290665.8714628,"2.67",
1614290665.8714628,"2.66",
1614290665.8714628,"2.63",
1614290665.8814702,"2.68",
1614290665.8814702,"2.66",
1614290665.8814702,"2.64",
1614290665.8814702,"2.68",
1614290665.8814702,"2.66",
1614290665.8814702,"2.64",
1614290665.8814702,"2.64",
1614290665.8814702,"2.68",
1614290665.8814702,"2.63",
1614290665.8814702,"2.68",
1614290665.8814702,"2.67",
1614290665.8814702,"2.68",
1614290665.8814702,"2.62",
1614290665.8814702,"2.68",
1614290665.8814702,"2.62",
1614290665.8814702,"2.62",
1614290665.8814702,"2.64",
1614290665.8814702,"2.63",
1614290665.8814702,"2.67",
1614290665.8914635,"2.66",
1614290665.8914635,"2.62",
1614290665.8914635,"2.67",
1614290665.8914635,"2.64",
1614290665.8914635,"2.67",
1614290665.8914635,"2.67",
1614290665.8914635,"2.64",
1614290665.8914635,"2.67",
1614290665.8914635,"2.62",
1614290665.8914635,"2.63",
1614290665.8914635,"2.65",
1614290665.8914635,"2.64",
1614290665.8914635,"2.68",
1614290665.8914635,"2.68",
1614290665.8914635,"2.65",
1614290665.8914635,"2.63",
1614290665.8914635,"2.66",
1614290665.8914635,"2.64",
1614290665.8914635,"2.64",
1614290665.8914635,"2.62",
1614290665.9014764,"2.65",
1614290665.9114635,"2.62",
1614290665.9114635,"2.66",
1614290665.921464,"2.64",
1614290665.921464,"2.62",
1614290665.921464,"2.63",
1614290665.921464,"2.66",
1614290665.921464,"2.65",
1614290665.921464,"2.65",
1614290665.921464,"2.65",
1614290665.921464,"2.63",
1614290665.931465,"2.61",
1614290665.931465,"2.64",
1614290665.931465,"2.67",
1614290665.931465,"2.63",
1614290665.931465,"2.63",
1614290665.931465,"2.67",
1614290665.931465,"2.66",
1614290665.9414659,"2.67",
1614290665.9414659,"2.67",
1614290665.9414659,"2.68",
1614290665.9414659,"2.66",
1614290665.9414659,"2.64",
1614290665.9414659,"2.66",
1614290665.9414659,"2.63",
1614290665.9414659,"2.65",
1614290665.9414659,"2.68",
1614290665.9414659,"2.63",
1614290665.9414659,"2.65",
1614290665.9414659,"2.63",
1614290665.9414659,"2.62",
1614290665.9414659,"2.63",
1614290665.9414659,"2.67",
1614290665.9414659,"2.61",
1614290665.9414659,"2.65",
1614290665.9514751,"2.64",
1614290665.9514751,"2.68",
1614290665.9514751,"2.68",
1614290665.9514751,"2.68",
1614290665.9514751,"2.63",
1614290665.9514751,"2.65",
1614290665.9514751,"2.64",
1614290665.9514751,"2.66",
1614290665.9514751,"2.66",
1614290665.9514751,"2.63",
1614290665.9599805,"2.66",
1614290665.9599805,"2.62",
1614290665.9599805,"2.65",
1614290665.9599805,"2.66",
1614290665.9599805,"2.63",
1614290665.9599805,"2.68",
1614290665.9599805,"2.64",
1614290665.9599805,"2.62",
1614290665.9599805,"2.66",
1614290665.9599805,"2.62",
1614290665.9599805,"2.65",
1614290665.9599805,"2.67",
1614290665.9599805,"2.65",
1614290665.9599805,"2.64",
1614290665.9599805,"2.68",
1614290665.9599805,"2.68",
1614290665.9599805,"2.65",
1614290665.9599805,"2.65",
1614290665.9599805,"2.63",
1614290665.9599805,"2.62",
1614290665.9599805,"2.63",
1614290665.9599805,"2.63",
1614290665.9599805,"2.68",
1614290665.9599805,"2.63",
1614290665.9599805,"2.66",
1614290665.9599805,"2.68",
1614290665.9599805,"2.65",
1614290665.9599805,"2.64",
1614290665.9599805,"2.68",
1614290665.9599805,"2.68",
1614290665.9599805,"2.64",
1614290665.9599805,"2.62",
1614290665.9599805,"2.64",
1614290665.9599805,"2.63",
1614290665.9599805,"2.63",
1614290665.9599805,"2.68",
1614290665.9599805,"2.64",
1614290665.9599805,"2.63",
1614290665.9599805,"2.64",
1614290665.9599805,"2.68",
1614290665.9599805,"2.62",
1614290665.9599805,"2.64",
1614290665.9599805,"2.63",
1614290665.9599805,"2.66",
1614290665.9599805,"2.63",
1614290665.9599805,"2.68",
1614290665.9599805,"2.64",
1614290665.9599805,"2.63",
1614290665.9599805,"2.67",
1614290665.9599805,"2.63",
1614290665.9599805,"2.66",
1614290665.9599805,"2.61",
1614290665.9599805,"2.63",
1614290665.9699867,"2.65",
1614290665.9699867,"2.63",
1614290665.9699867,"2.64",
1614290665.9699867,"2.64",
1614290665.9699867,"2.65",
1614290665.9699867,"2.67",
1614290665.9699867,"2.64",
1614290665.9699867,"2.66",
1614290665.9699867,"2.68",
1614290665.9699867,"2.63",
1614290665.9699867,"2.67",
1614290665.9699867,"2.61",
1614290665.9699867,"2.62",
1614290665.9699867,"2.66",
1614290665.9699867,"2.64",
1614290665.9699867,"2.64",
1614290665.9699867,"2.61",
1614290665.9699867,"2.68",
1614290665.9699867,"2.63",
1614290665.9699867,"2.68",
1614290665.9699867,"2.65",
1614290665.9699867,"2.66",
1614290665.9699867,"2.61",
1614290665.9699867,"2.67",
1614290665.9699867,"2.65",
1614290665.9699867,"2.65",
1614290665.9699867,"2.64",
1614290665.9699867,"2.64",
1614290665.9699867,"2.67",
1614290665.9699867,"2.66",
1614290665.9699867,"2.65",
1614290665.9699867,"2.65",
1614290665.9799871,"2.64",
1614290665.9799871,"2.68",
1614290665.9799871,"2.67",
1614290665.9799871,"2.66",
1614290665.9799871,"2.64",
1614290665.9799871,"2.63",
1614290665.9799871,"2.66",
1614290665.9799871,"2.63",
1614290665.9799871,"2.68",
1614290665.9799871,"2.68",
1614290665.9799871,"2.65",
1614290665.9799871,"2.64",
1614290665.9799871,"2.65",
1614290665.9799871,"2.68",
1614290665.9799871,"2.63",
1614290665.9799871,"2.65",
1614290665.9799871,"2.67",
1614290665.9799871,"2.63",
1614290665.9799871,"2.68",
1614290665.9799871,"2.65",
1614290665.9799871,"2.65",
1614290665.9799871,"2.68",
1614290665.9799871,"2.67",
1614290665.9799871,"2.64",
1614290665.9799871,"2.65",
1614290665.9799871,"2.67",
1614290665.9799871,"2.64",
1614290665.9799871,"2.62",
1614290665.989987,"2.64",
1614290665.989987,"2.63",
1614290665.989987,"2.67",
1614290665.989987,"2.63",
1614290665.989987,"2.62",
1614290665.989987,"2.63",
1614290665.989987,"2.62",
1614290665.989987,"2.68",
1614290665.989987,"2.68",
1614290665.989987,"2.66",
1614290665.989987,"2.66",
1614290665.989987,"2.64",
1614290665.989987,"2.67",
1614290665.989987,"2.67",
1614290665.989987,"2.68",
1614290665.989987,"2.63",
1614290665.989987,"2.66",
1614290665.989987,"2.64",
1614290665.989987,"2.63",
1614290665.989987,"2.64",
1614290665.989987,"2.63",
1614290665.989987,"2.63",
1614290665.989987,"2.68",
1614290665.989987,"2.64",
1614290665.989987,"2.64",
1614290665.989987,"2.66",
1614290665.989987,"2.68",
1614290665.989987,"2.64",
1614290665.989987,"2.62",
1614290665.989987,"2.61",
1614290665.989987,"2.62",
1614290665.9999986,"2.67",
1614290665.9999986,"2.63",
1614290665.9999986,"2.66",
1614290665.9999986,"2.64",
1614290665.9999986,"2.63",
1614290665.9999986,"2.65",
1614290665.9999986,"2.65",
1614290665.9999986,"2.62",
1614290665.9999986,"2.62",
1614290666.0099866,"2.62",
1614290666.0099866,"2.63",
1614290666.0099866,"2.66",
1614290666.0099866,"2.64",
1614290666.0099866,"2.67",
1614290666.0099866,"2.65",
1614290666.0099866,"2.64",
1614290666.0099866,"2.63",
1614290666.0099866,"2.66",
1614290666.0099866,"2.62",
1614290666.0099866,"2.64",
1614290666.0099866,"2.66",
1614290666.0099866,"2.66",
1614290666.0099866,"2.64",
1614290666.0099866,"2.66",
1614290666.0099866,"2.63",
1614290666.0099866,"2.66",
1614290666.0099866,"2.64",
1614290666.0099866,"2.66",
1614290666.0099866,"2.65",
1614290666.0099866,"2.66",
1614290666.0099866,"2.68",
1614290666.0099866,"2.66",
1614290666.0099866,"2.65",
1614290666.0099866,"2.66",
1614290666.0099866,"2.68",
1614290666.0099866,"2.66",
1614290666.0099866,"2.62",
1614290666.0099866,"2.63",
1614290666.019987,"2.64",
1614290666.019987,"2.68",
1614290666.019987,"2.68",
1614290666.019987,"2.66",
1614290666.019987,"2.64",
1614290666.019987,"2.63",
1614290666.019987,"2.65",
1614290666.019987,"2.67",
1614290666.019987,"2.61",
1614290666.019987,"2.62",
1614290666.019987,"2.63",
1614290666.019987,"2.65",
1614290666.019987,"2.63",
1614290666.019987,"2.64",
1614290666.019987,"2.68",
1614290666.0275578,"2.68",
1614290666.0275578,"2.65",
1614290666.0285647,"2.65",
1614290666.0285647,"2.67",
1614290666.0295527,"2.61",
1614290666.0295527,"2.65",
1614290666.03055,"2.65",
1614290666.03055,"2.65",
1614290666.0315473,"2.63",
1614290666.0325449,"2.67",
1614290666.0325449,"2.64",
1614290666.0335422,"2.64",
1614290666.0335422,"2.65",
1614290666.0345395,"2.62",
1614290666.0345395,"2.64",
1614290666.0355358,"2.63",
1614290666.0355358,"2.64",
1614290666.0365338,"2.68",
1614290666.0365338,"2.67",
1614290666.037532,"2.64",
1614290666.037532,"2.63",
1614290666.0385287,"2.66",
1614290666.0385287,"2.64",
1614290666.039525,"2.66",
1614290666.039525,"2.64",
1614290666.040525,"2.62",
1614290666.040525,"2.65",
1614290666.0415199,"2.65",
1614290666.0415199,"2.67",
1614290666.0425332,"2.66",
1614290666.0425332,"2.67",
1614290666.0435143,"2.62",
1614290666.0445125,"2.63",
1614290666.0445125,"2.68",
1614290666.04551,"2.67",
1614290666.04551,"2.63",
1614290666.0465064,"2.68",
1614290666.0465064,"2.66",
1614290666.047504,"2.62",
1614290666.047504,"2.64",
1614290666.0485017,"2.61",
1614290666.0485017,"2.64",
1614290666.0494983,"2.65",
1614290666.0494983,"2.68",
1614290666.0504968,"2.64",
1614290666.0504968,"2.63",
1614290666.0514936,"2.66",
1614290666.0514936,"2.65",
1614290666.0524917,"2.68",
1614290666.0524917,"2.68",
1614290666.0534935,"2.66",
1614290666.0534935,"2.63",
1614290666.0544863,"2.67",
1614290666.0554824,"2.64",
1614290666.0554824,"2.61",
1614290666.056494,"2.63",
1614290666.056494,"2.65",
1614290666.0574822,"2.67",
1614290666.0574822,"2.64",
1614290666.0584748,"2.63",
1614290666.0584748,"2.66",
1614290666.0594735,"2.65",
1614290666.0594735,"2.64",
1614290666.06047,"2.63",
1614290666.06047,"2.68",
1614290666.0614674,"2.68",
1614290666.0614674,"2.67",
1614290666.0624661,"2.63",
1614290666.0624661,"2.66",
1614290666.063471,"2.68",
1614290666.063471,"2.67",
1614290666.0644608,"2.66",
1614290666.0644608,"2.67",
1614290666.065471,"2.67",
1614290666.065471,"2.63",
1614290666.066454,"2.65",
1614290666.066454,"2.63",
1614290666.0674515,"2.68",
1614290666.0684488,"2.68",
1614290666.0684488,"2.63",
1614290666.0694451,"2.62",
1614290666.0694451,"2.65",
1614290666.0704432,"2.67",
1614290666.0704432,"2.64",
1614290666.0714407,"2.63",
1614290666.0714407,"2.67",
1614290666.072438,"2.62",
1614290666.072438,"2.61",
1614290666.0734363,"2.63",
1614290666.0734363,"2.66",
1614290666.0744328,"2.63",
1614290666.0744328,"2.67",
1614290666.0754328,"2.63",
1614290666.0754328,"2.67",
1614290666.076432,"2.63",
1614290666.076432,"2.65",
1614290666.077429,"2.63",
1614290666.077429,"2.68",
1614290666.0784268,"2.66",
1614290666.0784268,"2.62",
1614290666.079424,"2.64",
1614290666.0804217,"2.64",
1614290666.0804217,"2.68",
1614290666.0814338,"2.68",
1614290666.0814338,"2.66",
1614290666.0824163,"2.63",
1614290666.0824163,"2.65",
1614290666.083414,"2.63",
1614290666.083414,"2.68",
1614290666.084411,"2.67",
1614290666.084411,"2.63",
1614290666.0854204,"2.66",
1614290666.0854204,"2.63",
1614290666.0864055,"2.63",
1614290666.0864055,"2.68",
1614290666.0874052,"2.63",
1614290666.0874052,"2.69",
1614290666.0884051,"2.61",
1614290666.0884051,"2.61",
1614290666.089403,"2.66",
1614290666.089403,"2.63",
1614290666.0903995,"2.66",
1614290666.0903995,"2.68",
1614290666.0913973,"2.65",
1614290666.0913973,"2.68",
1614290666.0923946,"2.63",
1614290666.093392,"2.63",
1614290666.093392,"2.66",
1614290666.094389,"2.67",
1614290666.094389,"2.63",
1614290666.0953865,"2.65",
1614290666.0953865,"2.61",
1614290666.0963838,"2.65",
1614290666.0963838,"2.64",
1614290666.0973842,"2.66",
1614290666.0973842,"2.63",
1614290666.0983784,"2.68",
1614290666.0983784,"2.63",
1614290666.0993757,"2.67",
1614290666.0993757,"2.67",
1614290666.1003733,"2.65",
1614290666.1003733,"2.66",
1614290666.1013699,"2.65",
1614290666.1013699,"2.68",
1614290666.1023693,"2.66",
1614290666.1023693,"2.65",
1614290666.103395,"2.61",
1614290666.103395,"2.65",
1614290666.104395,"2.68",
1614290666.105393,"2.64",
1614290666.105393,"2.63",
1614290666.1063895,"2.65",
1614290666.1063895,"2.68",
1614290666.1073866,"2.63",
1614290666.1073866,"2.64",
1614290666.108384,"2.62",
1614290666.108384,"2.62",
1614290666.1093812,"2.65",
1614290666.1093812,"2.64",
1614290666.1103783,"2.67",
1614290666.1103783,"2.64",
1614290666.1113758,"2.66",
1614290666.1113758,"2.63",
1614290666.1123736,"2.66",
1614290666.1123736,"2.66",
1614290666.1133776,"2.67",
1614290666.1133776,"2.67",
1614290666.114368,"2.63",
1614290666.114368,"2.65",
1614290666.1153648,"2.65",
1614290666.1153648,"2.66",
1614290666.1163626,"2.63",
1614290666.11736,"2.68",
1614290666.11736,"2.62",
1614290666.1183584,"2.63",
1614290666.1183584,"2.63",
1614290666.119355,"2.67",
1614290666.119355,"2.67",
1614290666.1203518,"2.63",
1614290666.1203518,"2.66",
1614290666.1213493,"2.68",
1614290666.1213493,"2.63",
1614290666.1223466,"2.68",
1614290666.1223466,"2.65",
1614290666.1233435,"2.63",
1614290666.1233435,"2.64",
1614290666.1243415,"2.61",
1614290666.1243415,"2.67",
1614290666.1253388,"2.64",
1614290666.1253388,"2.67",
1614290666.1263363,"2.66",
1614290666.1263363,"2.62",
1614290666.1273327,"2.63",
1614290666.1273327,"2.67",
1614290666.1283305,"2.63",
1614290666.1293273,"2.64",
1614290666.1293273,"2.67",
1614290666.1303256,"2.62",
1614290666.1303256,"2.68",
1614290666.131331,"2.65",
1614290666.131331,"2.65",
1614290666.1323245,"2.66",
1614290666.1323245,"2.65",
1614290666.1333168,"2.62",
1614290666.1333168,"2.63",
1614290666.134315,"2.68",
1614290666.134315,"2.64",
1614290666.1353128,"2.63",
1614290666.1353128,"2.66",
1614290666.1363099,"2.64",
1614290666.1363099,"2.63",
1614290666.137307,"2.67",
1614290666.137307,"2.66",
1614290666.138304,"2.64",
1614290666.138304,"2.64",
1614290666.1393013,"2.64",
1614290666.1393013,"2.66",
1614290666.1402988,"2.61",
1614290666.141296,"2.63",
1614290666.141296,"2.67",
1614290666.1422932,"2.64",
1614290666.1422932,"2.65",
1614290666.1432905,"2.63",
1614290666.1432905,"2.68",
1614290666.144288,"2.61",
1614290666.144288,"2.62",
1614290666.1452854,"2.63",
1614290666.1452854,"2.67",
1614290666.146283,"2.68",
1614290666.146283,"2.68",
1614290666.1472816,"2.63",
1614290666.1472816,"2.66",
1614290666.1482775,"2.64",
1614290666.1482775,"2.63",
1614290666.1492746,"2.69",
1614290666.1492746,"2.66",
1614290666.150272,"2.64",
1614290666.150272,"2.68",
1614290666.1512694,"2.67",
1614290666.152267,"2.63",
1614290666.152267,"2.65",
1614290666.153264,"2.64",
1614290666.153264,"2.67",
1614290666.1542616,"2.63",
1614290666.1542616,"2.66",
1614290666.1552591,"2.63",
1614290666.1552591,"2.66",
1614290666.1562562,"2.65",
1614290666.1562562,"2.66",
1614290666.1572597,"2.61",
1614290666.1572597,"2.61",
1614290666.158251,"2.61",
1614290666.158251,"2.64",
1614290666.1592476,"2.65",
1614290666.1592476,"2.63",
1614290666.1602457,"2.64",
1614290666.1602457,"2.66",
1614290666.1612425,"2.65",
1614290666.1612425,"2.66",
1614290666.162241,"2.66",
1614290666.162241,"2.64",
1614290666.1632376,"2.64",
1614290666.164235,"2.67",
1614290666.164235,"2.64",
1614290666.1652431,"2.63",
1614290666.1652431,"2.67",
1614290666.1662295,"2.64",
1614290666.1662295,"2.64",
1614290666.1672268,"2.67",
1614290666.1672268,"2.67",
1614290666.1682248,"2.63",
1614290666.1682248,"2.64",
1614290666.1692216,"2.63",
1614290666.1692216,"2.67",
1614290666.170219,"2.62",
1614290666.170219,"2.62",
1614290666.171216,"2.63",
1614290666.171216,"2.65",
1614290666.1722138,"2.64",
1614290666.1722138,"2.68",
1614290666.173214,"2.68",
1614290666.173214,"2.63",
1614290666.174214,"2.66",
1614290666.174214,"2.67",
1614290666.175211,"2.63",
1614290666.175211,"2.66",
1614290666.1762085,"2.66",
1614290666.1772056,"2.65",
1614290666.1772056,"2.63",
1614290666.1782029,"2.68",
1614290666.1782029,"2.66",
1614290666.1792002,"2.61",
1614290666.1792002,"2.64",
1614290666.1801975,"2.67",
1614290666.1801975,"2.65",
1614290666.181195,"2.65",
1614290666.181195,"2.68",
1614290666.182192,"2.68",
1614290666.182192,"2.67",
1614290666.1832292,"2.64",
1614290666.1832292,"2.63",
1614290666.184229,"2.63",
1614290666.184229,"2.68",
1614290666.185226,"2.66",
1614290666.185226,"2.63",
1614290666.186223,"2.67",
1614290666.186223,"2.64",
1614290666.1872356,"2.64",
1614290666.1872356,"2.62",
1614290666.1882179,"2.62",
1614290666.1882179,"2.63",
1614290666.189215,"2.63",
1614290666.1902122,"2.66",
1614290666.1902122,"2.63",
1614290666.1912098,"2.68",
1614290666.1912098,"2.66",
1614290666.1922069,"2.64",
1614290666.1922069,"2.66",
1614290666.1932042,"2.65",
1614290666.1932042,"2.64",
1614290666.1942022,"2.68",
1614290666.1942022,"2.66",
1614290666.1952069,"2.65",
1614290666.1952069,"2.64",
1614290666.1961956,"2.63",
1614290666.1961956,"2.69",
1614290666.197194,"2.63",
1614290666.197194,"2.68",
1614290666.1981907,"2.63",
1614290666.1981907,"2.68",
1614290666.1991882,"2.64",
1614290666.1991882,"2.63",
1614290666.200185,"2.64",
1614290666.201183,"2.62",
1614290666.201183,"2.63",
1614290666.2021916,"2.68",
1614290666.2021916,"2.67",
1614290666.2031922,"2.65",
1614290666.2031922,"2.68",
1614290666.2041755,"2.64",
1614290666.2041755,"2.64",
1614290666.2051725,"2.68",
1614290666.2051725,"2.68",
1614290666.2061698,"2.63",
1614290666.2061698,"2.66",
1614290666.207167,"2.63",
1614290666.207167,"2.67",
1614290666.2081645,"2.66",
1614290666.2081645,"2.68",
1614290666.2091618,"2.63",
1614290666.2091618,"2.68",
1614290666.210159,"2.64",
1614290666.210159,"2.61",
1614290666.2111557,"2.64",
1614290666.2111557,"2.63",
1614290666.2121542,"2.64",
1614290666.2121542,"2.63",
1614290666.213167,"2.68",
1614290666.2141488,"2.66",
1614290666.2141488,"2.63",
1614290666.215146,"2.68",
1614290666.215146,"2.63",
1614290666.216143,"2.63",
1614290666.216143,"2.67",
1614290666.2171426,"2.62",
1614290666.2171426,"2.64",
1614290666.2181423,"2.64",
1614290666.2181423,"2.64",
1614290666.21914,"2.62",
1614290666.21914,"2.65",
1614290666.2201374,"2.66",
1614290666.2201374,"2.63",
1614290666.2211392,"2.68",
1614290666.2211392,"2.63",
1614290666.2221317,"2.67",
1614290666.2221317,"2.66",
1614290666.2231295,"2.65",
1614290666.2231295,"2.67",
1614290666.2241256,"2.61",
1614290666.225124,"2.68",
1614290666.225124,"2.66",
1614290666.2261212,"2.67",
1614290666.2261212,"2.67",
1614290666.2271183,"2.64",
1614290666.2271183,"2.66",
1614290666.2281158,"2.65",
1614290666.2281158,"2.64",
1614290666.229113,"2.63",
1614290666.229113,"2.68",
1614290666.2301106,"2.67",
1614290666.2301106,"2.63",
1614290666.231108,"2.65",
1614290666.231108,"2.66",
1614290666.2321053,"2.63",
1614290666.2321053,"2.64",
1614290666.2331016,"2.64",
1614290666.2331016,"2.66",
1614290666.234099,"2.63",
1614290666.234099,"2.67",
1614290666.235098,"2.64",
1614290666.235098,"2.63",
1614290666.2360947,"2.68",
1614290666.2370918,"2.67",
1614290666.2370918,"2.63",
1614290666.2380893,"2.66",
1614290666.2380893,"2.65",
1614290666.2390864,"2.65",
1614290666.2390864,"2.66",
1614290666.2400987,"2.63",
1614290666.2400987,"2.68",
1614290666.2410831,"2.67",
1614290666.2410831,"2.65",
1614290666.24208,"2.64",
1614290666.24208,"2.67",
1614290666.2430754,"2.63",
1614290666.2430754,"2.67",
1614290666.2440753,"2.64",
1614290666.2440753,"2.64",
1614290666.2450724,"2.67",
1614290666.2450724,"2.65",
1614290666.2460694,"2.67",
1614290666.2460694,"2.63",
1614290666.247067,"2.67",
1614290666.247067,"2.65",
1614290666.2480643,"2.63",
1614290666.2490616,"2.66",
1614290666.2490616,"2.67",
1614290666.250059,"2.63",
1614290666.250059,"2.67",
1614290666.2510564,"2.65",
1614290666.2510564,"2.68",
1614290666.2520537,"2.68",
1614290666.2520537,"2.64",
1614290666.253049,"2.62",
1614290666.253049,"2.65",
